（別添）大雨警報・注意報の土壌雨量指数基準値,,,,令和5年3月9日現在
市町村等をまとめた地域,市町村等,地域メッシュコード（１km格子対応）,土壌雨量指数基準（注意報）,土壌雨量指数基準（警報）
紀中,有田川町吉備金屋,51350129,129,182
紀中,有田川町吉備金屋,51350139,129,182
紀中,有田川町吉備金屋,51350146,129,182
紀中,有田川町吉備金屋,51350147,129,182
紀中,有田川町吉備金屋,51350148,129,182
紀中,有田川町吉備金屋,51350149,129,182
紀中,有田川町吉備金屋,51350155,129,182
紀中,有田川町吉備金屋,51350156,129,182
紀中,有田川町吉備金屋,51350157,129,182
紀中,有田川町吉備金屋,51350158,129,182
紀中,有田川町吉備金屋,51350159,129,182
紀中,有田川町吉備金屋,51350165,139,197
紀中,有田川町吉備金屋,51350166,139,197
紀中,有田川町吉備金屋,51350167,139,197
紀中,有田川町吉備金屋,51350168,139,197
紀中,有田川町吉備金屋,51350169,139,197
紀中,有田川町吉備金屋,51350175,139,197
紀中,有田川町吉備金屋,51350176,139,－
紀中,有田川町吉備金屋,51350177,139,197
紀中,有田川町吉備金屋,51350178,139,197
紀中,有田川町吉備金屋,51350179,139,197
紀中,有田川町吉備金屋,51350185,139,197
紀中,有田川町吉備金屋,51350186,139,－
紀中,有田川町吉備金屋,51350187,139,－
紀中,有田川町吉備金屋,51350188,139,197
紀中,有田川町吉備金屋,51350189,139,197
紀中,有田川町吉備金屋,51350195,139,197
紀中,有田川町吉備金屋,51350196,139,197
紀中,有田川町吉備金屋,51350197,139,197
紀中,有田川町吉備金屋,51350198,139,197
紀中,有田川町吉備金屋,51350199,139,197
紀中,有田川町吉備金屋,51350211,143,202
紀中,有田川町吉備金屋,51350212,143,202
紀中,有田川町吉備金屋,51350213,143,202
紀中,有田川町吉備金屋,51350214,143,202
紀中,有田川町吉備金屋,51350215,148,209
紀中,有田川町吉備金屋,51350216,148,209
紀中,有田川町吉備金屋,51350217,148,209
紀中,有田川町吉備金屋,51350218,148,209
紀中,有田川町吉備金屋,51350219,148,209
紀中,有田川町吉備金屋,51350220,143,202
紀中,有田川町吉備金屋,51350221,143,202
紀中,有田川町吉備金屋,51350222,143,202
紀中,有田川町吉備金屋,51350223,143,202
紀中,有田川町吉備金屋,51350224,143,202
紀中,有田川町吉備金屋,51350225,148,209
紀中,有田川町吉備金屋,51350226,148,209
紀中,有田川町吉備金屋,51350227,148,209
紀中,有田川町吉備金屋,51350228,148,209
紀中,有田川町吉備金屋,51350230,143,202
紀中,有田川町吉備金屋,51350231,143,202
紀中,有田川町吉備金屋,51350232,143,202
紀中,有田川町吉備金屋,51350233,143,202
紀中,有田川町吉備金屋,51350234,143,202
紀中,有田川町吉備金屋,51350235,148,209
紀中,有田川町吉備金屋,51350236,148,209
紀中,有田川町吉備金屋,51350240,143,202
紀中,有田川町吉備金屋,51350241,143,202
紀中,有田川町吉備金屋,51350242,143,202
紀中,有田川町吉備金屋,51350243,143,202
紀中,有田川町吉備金屋,51350244,143,202
紀中,有田川町吉備金屋,51350245,148,209
紀中,有田川町吉備金屋,51350246,148,209
紀中,有田川町吉備金屋,51350250,143,202
紀中,有田川町吉備金屋,51350251,143,202
紀中,有田川町吉備金屋,51350252,143,202
紀中,有田川町吉備金屋,51350253,143,202
紀中,有田川町吉備金屋,51350254,143,202
紀中,有田川町吉備金屋,51350255,148,209
紀中,有田川町吉備金屋,51350256,148,209
紀中,有田川町吉備金屋,51350260,129,182
紀中,有田川町吉備金屋,51350261,129,182
紀中,有田川町吉備金屋,51350262,129,182
紀中,有田川町吉備金屋,51350263,129,182
紀中,有田川町吉備金屋,51350264,129,182
紀中,有田川町吉備金屋,51350265,142,200
紀中,有田川町吉備金屋,51350266,142,200
紀中,有田川町吉備金屋,51350270,129,182
紀中,有田川町吉備金屋,51350271,129,182
紀中,有田川町吉備金屋,51350272,129,182
紀中,有田川町吉備金屋,51350273,129,182
紀中,有田川町吉備金屋,51350274,129,182
紀中,有田川町吉備金屋,51350275,142,200
紀中,有田川町吉備金屋,51350276,142,200
紀中,有田川町吉備金屋,51350277,142,200
紀中,有田川町吉備金屋,51350280,129,182
紀中,有田川町吉備金屋,51350281,129,182
紀中,有田川町吉備金屋,51350282,129,182
紀中,有田川町吉備金屋,51350283,129,182
紀中,有田川町吉備金屋,51350284,129,182
紀中,有田川町吉備金屋,51350285,142,200
紀中,有田川町吉備金屋,51350286,142,200
紀中,有田川町吉備金屋,51350290,129,182
紀中,有田川町吉備金屋,51350291,129,182
紀中,有田川町吉備金屋,51350292,129,182
紀中,有田川町吉備金屋,51350293,129,182
紀中,有田川町吉備金屋,51350294,129,182
紀中,有田川町吉備金屋,51350295,142,200
紀中,有田川町吉備金屋,51350296,142,200
紀中,有田川町吉備金屋,51351105,139,197
紀中,有田川町吉備金屋,51351106,139,197
紀中,有田川町吉備金屋,51351107,139,197
紀中,有田川町吉備金屋,51351108,139,197
紀中,有田川町吉備金屋,51351109,139,197
紀中,有田川町吉備金屋,51351115,139,197
紀中,有田川町吉備金屋,51351116,139,197
紀中,有田川町吉備金屋,51351117,139,197
紀中,有田川町吉備金屋,51351118,139,197
紀中,有田川町吉備金屋,51351119,139,197
紀中,有田川町吉備金屋,51351127,127,180
紀中,有田川町吉備金屋,51351128,127,180
紀中,有田川町吉備金屋,51351129,127,180
紀中,有田川町吉備金屋,51351139,127,180
紀中,有田川町吉備金屋,51351149,127,180
紀中,有田川町吉備金屋,51351200,129,182
紀中,有田川町吉備金屋,51351201,129,182
紀中,有田川町吉備金屋,51351202,129,182
紀中,有田川町吉備金屋,51351203,129,182
紀中,有田川町吉備金屋,51351204,129,182
紀中,有田川町吉備金屋,51351205,142,200
紀中,有田川町吉備金屋,51351206,142,200
紀中,有田川町吉備金屋,51351207,142,200
紀中,有田川町吉備金屋,51351210,129,182
紀中,有田川町吉備金屋,51351211,129,182
紀中,有田川町吉備金屋,51351212,129,182
紀中,有田川町吉備金屋,51351213,129,182
紀中,有田川町吉備金屋,51351214,129,182
紀中,有田川町吉備金屋,51351215,142,200
紀中,有田川町吉備金屋,51351216,142,200
紀中,有田川町吉備金屋,51351217,142,200
紀中,有田川町吉備金屋,51351220,123,174
紀中,有田川町吉備金屋,51351221,123,174
紀中,有田川町吉備金屋,51351222,123,174
紀中,有田川町吉備金屋,51351223,123,174
紀中,有田川町吉備金屋,51351224,123,174
紀中,有田川町吉備金屋,51351225,120,170
紀中,有田川町吉備金屋,51351226,120,170
紀中,有田川町吉備金屋,51351230,123,174
紀中,有田川町吉備金屋,51351231,123,174
紀中,有田川町吉備金屋,51351232,123,174
紀中,有田川町吉備金屋,51351233,123,174
紀中,有田川町吉備金屋,51351234,123,174
紀中,有田川町吉備金屋,51351243,123,174
紀中,有田川町吉備金屋,51351244,123,174
紀中,有田川町吉備金屋,51351253,123,174
紀中,有田川町清水,51350229,148,209
紀中,有田川町清水,51350237,148,209
紀中,有田川町清水,51350238,148,209
紀中,有田川町清水,51350239,148,209
紀中,有田川町清水,51350247,148,209
紀中,有田川町清水,51350248,148,209
紀中,有田川町清水,51350249,148,209
紀中,有田川町清水,51350257,148,209
紀中,有田川町清水,51350258,148,209
紀中,有田川町清水,51350259,148,209
紀中,有田川町清水,51350267,142,200
紀中,有田川町清水,51350268,142,200
紀中,有田川町清水,51350269,142,200
紀中,有田川町清水,51350278,142,200
紀中,有田川町清水,51350279,142,200
紀中,有田川町清水,51350287,142,200
紀中,有田川町清水,51350288,142,200
紀中,有田川町清水,51350289,142,200
紀中,有田川町清水,51350297,142,200
紀中,有田川町清水,51350298,142,200
紀中,有田川町清水,51350299,142,200
紀中,有田川町清水,51350310,161,227
紀中,有田川町清水,51350311,161,227
紀中,有田川町清水,51350320,161,227
紀中,有田川町清水,51350321,161,227
紀中,有田川町清水,51350322,161,227
紀中,有田川町清水,51350330,161,227
紀中,有田川町清水,51350331,161,227
紀中,有田川町清水,51350332,161,227
紀中,有田川町清水,51350333,161,227
紀中,有田川町清水,51350340,161,227
紀中,有田川町清水,51350341,161,227
紀中,有田川町清水,51350342,161,227
紀中,有田川町清水,51350343,161,227
紀中,有田川町清水,51350344,161,227
紀中,有田川町清水,51350345,170,240
紀中,有田川町清水,51350347,170,240
紀中,有田川町清水,51350348,170,240
紀中,有田川町清水,51350349,170,240
紀中,有田川町清水,51350350,161,227
紀中,有田川町清水,51350351,161,227
紀中,有田川町清水,51350352,161,227
紀中,有田川町清水,51350353,161,227
紀中,有田川町清水,51350354,161,227
紀中,有田川町清水,51350355,170,240
紀中,有田川町清水,51350356,170,240
紀中,有田川町清水,51350357,170,240
紀中,有田川町清水,51350358,170,240
紀中,有田川町清水,51350359,170,240
紀中,有田川町清水,51350360,149,210
紀中,有田川町清水,51350361,149,210
紀中,有田川町清水,51350362,149,210
紀中,有田川町清水,51350363,149,210
紀中,有田川町清水,51350364,149,210
紀中,有田川町清水,51350365,151,213
紀中,有田川町清水,51350366,151,213
紀中,有田川町清水,51350367,151,213
紀中,有田川町清水,51350368,151,213
紀中,有田川町清水,51350369,151,213
紀中,有田川町清水,51350370,149,210
紀中,有田川町清水,51350371,149,210
紀中,有田川町清水,51350372,149,210
紀中,有田川町清水,51350373,149,210
紀中,有田川町清水,51350374,149,210
紀中,有田川町清水,51350375,151,213
紀中,有田川町清水,51350376,151,213
紀中,有田川町清水,51350377,151,213
紀中,有田川町清水,51350378,151,213
紀中,有田川町清水,51350379,151,213
紀中,有田川町清水,51350380,149,210
紀中,有田川町清水,51350381,149,210
紀中,有田川町清水,51350382,149,210
紀中,有田川町清水,51350383,149,210
紀中,有田川町清水,51350384,149,210
紀中,有田川町清水,51350385,151,213
紀中,有田川町清水,51350386,151,213
紀中,有田川町清水,51350387,151,213
紀中,有田川町清水,51350388,151,213
紀中,有田川町清水,51350389,151,213
紀中,有田川町清水,51350390,149,210
紀中,有田川町清水,51350391,149,210
紀中,有田川町清水,51350392,149,210
紀中,有田川町清水,51350393,149,210
紀中,有田川町清水,51350394,149,210
紀中,有田川町清水,51350395,151,213
紀中,有田川町清水,51350396,151,213
紀中,有田川町清水,51350397,151,213
紀中,有田川町清水,51350398,151,213
紀中,有田川町清水,51350399,151,213
紀中,有田川町清水,51350450,166,234
紀中,有田川町清水,51350460,157,222
紀中,有田川町清水,51350461,157,222
紀中,有田川町清水,51350462,157,222
紀中,有田川町清水,51350470,157,222
紀中,有田川町清水,51350471,157,222
紀中,有田川町清水,51350472,157,222
紀中,有田川町清水,51350480,157,222
紀中,有田川町清水,51350481,157,222
紀中,有田川町清水,51350482,157,222
紀中,有田川町清水,51350483,157,222
紀中,有田川町清水,51350490,157,222
紀中,有田川町清水,51350491,157,222
紀中,有田川町清水,51350492,157,222
紀中,有田川町清水,51351208,142,200
紀中,有田川町清水,51351209,142,200
紀中,有田川町清水,51351218,142,200
紀中,有田川町清水,51351219,142,200
紀中,有田川町清水,51351227,120,170
紀中,有田川町清水,51351228,120,170
紀中,有田川町清水,51351229,120,170
紀中,有田川町清水,51351237,120,170
紀中,有田川町清水,51351238,120,170
紀中,有田川町清水,51351239,120,170
紀中,有田川町清水,51351300,149,210
紀中,有田川町清水,51351301,149,210
紀中,有田川町清水,51351302,149,210
紀中,有田川町清水,51351303,149,210
紀中,有田川町清水,51351304,149,210
紀中,有田川町清水,51351305,151,213
紀中,有田川町清水,51351306,151,213
紀中,有田川町清水,51351307,151,213
紀中,有田川町清水,51351308,151,213
紀中,有田川町清水,51351309,151,213
紀中,有田川町清水,51351310,149,210
紀中,有田川町清水,51351311,149,210
紀中,有田川町清水,51351312,149,210
紀中,有田川町清水,51351313,149,210
紀中,有田川町清水,51351314,149,210
紀中,有田川町清水,51351315,151,213
紀中,有田川町清水,51351316,151,213
紀中,有田川町清水,51351317,151,213
紀中,有田川町清水,51351318,151,213
紀中,有田川町清水,51351319,151,213
紀中,有田川町清水,51351320,138,195
紀中,有田川町清水,51351321,138,195
紀中,有田川町清水,51351322,138,195
紀中,有田川町清水,51351323,138,195
紀中,有田川町清水,51351324,138,195
紀中,有田川町清水,51351325,141,199
紀中,有田川町清水,51351326,141,199
紀中,有田川町清水,51351327,141,199
紀中,有田川町清水,51351328,141,199
紀中,有田川町清水,51351329,141,199
紀中,有田川町清水,51351330,138,195
紀中,有田川町清水,51351331,138,195
紀中,有田川町清水,51351332,138,195
紀中,有田川町清水,51351333,138,195
紀中,有田川町清水,51351334,138,195
紀中,有田川町清水,51351335,141,199
紀中,有田川町清水,51351336,141,199
紀中,有田川町清水,51351337,141,199
紀中,有田川町清水,51351338,141,199
紀中,有田川町清水,51351339,141,199
紀中,有田川町清水,51351340,138,195
紀中,有田川町清水,51351341,138,195
紀中,有田川町清水,51351345,141,199
紀中,有田川町清水,51351346,141,199
紀中,有田川町清水,51351347,141,199
紀中,有田川町清水,51351348,141,199
紀中,有田川町清水,51351349,141,199
紀中,有田川町清水,51351356,141,199
紀中,有田川町清水,51351357,141,199
紀中,有田川町清水,51351358,141,199
紀中,有田川町清水,51351359,141,199
紀中,有田川町清水,51351367,141,199
紀中,有田川町清水,51351368,141,199
紀中,有田川町清水,51351369,141,199
紀中,有田川町清水,51351378,141,199
紀中,有田川町清水,51351379,141,199
紀中,有田川町清水,51351400,157,222
紀中,有田川町清水,51351401,157,222
紀中,有田川町清水,51351402,157,222
紀中,有田川町清水,51351403,157,222
紀中,有田川町清水,51351410,157,222
紀中,有田川町清水,51351411,157,222
紀中,有田川町清水,51351412,157,222
紀中,有田川町清水,51351413,157,222
紀中,有田川町清水,51351420,146,207
紀中,有田川町清水,51351421,146,207
紀中,有田川町清水,51351422,146,207
紀中,有田川町清水,51351430,146,207
紀中,有田川町清水,51351431,146,207
紀中,有田川町清水,51351432,146,207
紀中,有田川町清水,51351440,146,207
紀中,有田川町清水,51351441,146,207
紀中,有田川町清水,51351450,146,207
紀中,有田川町清水,51351460,146,207
紀中,美浜町,50356055,145,205
紀中,美浜町,50356065,145,205
紀中,美浜町,50356066,145,205
紀中,美浜町,50356067,145,205
紀中,美浜町,50356068,145,205
紀中,美浜町,50356069,145,－
紀中,美浜町,50356076,145,205
紀中,美浜町,50356077,145,205
紀中,美浜町,50356078,145,205
紀中,美浜町,50356079,145,205
紀中,美浜町,50356151,145,－
紀中,美浜町,50356160,145,－
紀中,美浜町,50356161,145,－
紀中,美浜町,50356170,140,198
紀中,美浜町,50356171,145,－
紀中,美浜町,50356180,142,200
紀中,美浜町,50356181,142,200
紀中,日高町,50356054,141,199
紀中,日高町,50356064,141,199
紀中,日高町,50356074,145,－
紀中,日高町,50356075,145,205
紀中,日高町,50356084,145,－
紀中,日高町,50356085,142,201
紀中,日高町,50356086,142,201
紀中,日高町,50356087,142,201
紀中,日高町,50356088,142,201
紀中,日高町,50356089,142,201
紀中,日高町,50356096,142,201
紀中,日高町,50356097,142,201
紀中,日高町,50356098,142,201
紀中,日高町,50356099,142,201
紀中,日高町,50356190,142,200
紀中,日高町,50357005,142,－
紀中,日高町,50357006,142,201
紀中,日高町,50357007,142,201
紀中,日高町,50357008,142,201
紀中,日高町,50357009,142,201
紀中,日高町,50357015,142,201
紀中,日高町,50357016,142,201
紀中,日高町,50357017,142,201
紀中,日高町,50357018,142,201
紀中,日高町,50357019,142,201
紀中,日高町,50357026,142,201
紀中,日高町,50357027,142,201
紀中,日高町,50357028,142,201
紀中,日高町,50357029,142,201
紀中,日高町,50357036,142,201
紀中,日高町,50357037,142,201
紀中,日高町,50357038,142,201
紀中,日高町,50357039,142,201
紀中,日高町,50357100,142,200
紀中,日高町,50357101,142,200
紀中,日高町,50357102,142,200
紀中,日高町,50357110,142,200
紀中,日高町,50357111,142,200
紀中,日高町,50357112,142,200
紀中,日高町,50357120,142,200
紀中,日高町,50357121,142,200
紀中,日高町,50357122,142,200
紀中,日高町,50357130,142,200
紀中,日高町,50357131,142,200
紀中,日高町,50357132,142,200
紀中,日高町,50357141,141,199
紀中,日高町,50357142,141,199
紀中,日高町,50357143,141,199
紀中,日高町,50357151,141,199
紀中,日高町,50357152,141,199
紀中,日高町,50357153,141,199
紀中,日高町,50357162,141,199
紀中,日高町,50357163,141,199
紀中,日高町,50357173,141,199
紀中,由良町,50357046,146,207
紀中,由良町,50357047,146,207
紀中,由良町,50357048,146,207
紀中,由良町,50357049,146,207
紀中,由良町,50357055,146,－
紀中,由良町,50357056,146,207
紀中,由良町,50357057,146,207
紀中,由良町,50357058,146,207
紀中,由良町,50357059,146,207
紀中,由良町,50357066,146,207
紀中,由良町,50357067,146,207
紀中,由良町,50357068,146,207
紀中,由良町,50357069,146,207
紀中,由良町,50357075,146,207
紀中,由良町,50357076,146,207
紀中,由良町,50357077,146,207
紀中,由良町,50357078,146,207
紀中,由良町,50357079,146,207
紀中,由良町,50357087,146,207
紀中,由良町,50357088,146,207
紀中,由良町,50357089,146,207
紀中,由良町,50357097,146,－
紀中,由良町,50357098,146,207
紀中,由良町,50357099,146,207
紀中,由良町,50357140,141,199
紀中,由良町,50357150,141,199
紀中,由良町,50357160,141,199
紀中,由良町,50357161,141,199
紀中,由良町,50357170,141,199
紀中,由良町,50357171,141,199
紀中,由良町,50357172,141,199
紀中,由良町,50357180,141,199
紀中,由良町,50357181,141,199
紀中,由良町,50357182,141,199
紀中,由良町,50357183,141,199
紀中,由良町,50357190,141,199
紀中,由良町,51350100,144,203
紀中,印南町,50355138,130,184
紀中,印南町,50355139,130,184
紀中,印南町,50355148,130,184
紀中,印南町,50355149,130,184
紀中,印南町,50355158,132,－
紀中,印南町,50355159,130,184
紀中,印南町,50355167,132,187
紀中,印南町,50355168,132,187
紀中,印南町,50355169,132,187
紀中,印南町,50355176,132,187
紀中,印南町,50355177,132,187
紀中,印南町,50355178,132,187
紀中,印南町,50355179,132,187
紀中,印南町,50355186,132,187
紀中,印南町,50355187,132,187
紀中,印南町,50355188,132,187
紀中,印南町,50355189,132,187
紀中,印南町,50355196,132,187
紀中,印南町,50355197,132,187
紀中,印南町,50355198,132,187
紀中,印南町,50355199,132,187
紀中,印南町,50355230,112,159
紀中,印南町,50355240,112,159
紀中,印南町,50355250,112,159
紀中,印南町,50355260,137,194
紀中,印南町,50355270,137,194
紀中,印南町,50355271,137,194
紀中,印南町,50355280,137,194
紀中,印南町,50355281,137,194
紀中,印南町,50355282,137,194
紀中,印南町,50355283,137,194
紀中,印南町,50355290,137,194
紀中,印南町,50355291,137,194
紀中,印南町,50355292,137,194
紀中,印南町,50355293,137,194
紀中,印南町,50356107,132,187
紀中,印南町,50356108,132,187
紀中,印南町,50356109,132,187
紀中,印南町,50356116,132,187
紀中,印南町,50356117,132,187
紀中,印南町,50356118,132,187
紀中,印南町,50356119,132,187
紀中,印南町,50356126,142,201
紀中,印南町,50356127,142,201
紀中,印南町,50356128,142,201
紀中,印南町,50356129,142,201
紀中,印南町,50356135,142,201
紀中,印南町,50356136,142,201
紀中,印南町,50356137,142,201
紀中,印南町,50356138,142,201
紀中,印南町,50356139,142,201
紀中,印南町,50356147,142,201
紀中,印南町,50356148,142,201
紀中,印南町,50356149,142,201
紀中,印南町,50356156,142,201
紀中,印南町,50356200,137,194
紀中,印南町,50356201,137,194
紀中,印南町,50356202,137,194
紀中,印南町,50356203,137,194
紀中,印南町,50356204,137,194
紀中,印南町,50356210,137,194
紀中,印南町,50356211,137,194
紀中,印南町,50356212,137,194
紀中,印南町,50356213,137,194
紀中,印南町,50356214,137,194
紀中,印南町,50356220,146,207
紀中,印南町,50356221,146,207
紀中,印南町,50356222,146,207
紀中,印南町,50356223,146,207
紀中,印南町,50356224,146,207
紀中,印南町,50356230,146,207
紀中,印南町,50356231,146,207
紀中,印南町,50356232,146,207
紀中,印南町,50356233,146,207
紀中,印南町,50356234,146,207
紀中,印南町,50356240,146,207
紀中,印南町,50356241,146,207
紀中,印南町,50356242,146,207
紀中,印南町,50356243,146,207
紀中,印南町,50356244,146,207
紀中,印南町,50356245,150,212
紀中,印南町,50356252,146,207
紀中,印南町,50356253,146,207
紀中,印南町,50356254,146,207
紀中,印南町,50356255,150,212
紀中,印南町,50356256,150,212
紀中,印南町,50356257,150,212
紀中,印南町,50356262,146,207
紀中,印南町,50356263,146,207
紀中,印南町,50356264,146,207
紀中,印南町,50356265,150,212
紀中,印南町,50356266,150,212
紀中,印南町,50356267,150,212
紀中,印南町,50356268,150,212
紀中,印南町,50356269,150,212
紀中,印南町,50356274,146,207
紀中,印南町,50356275,150,212
紀中,印南町,50356276,150,212
紀中,印南町,50356277,150,212
紀中,印南町,50356278,150,212
紀中,印南町,50356279,150,212
紀中,印南町,50356285,156,220
紀中,印南町,50356286,156,220
紀中,印南町,50356287,156,220
紀中,印南町,50356288,156,220
紀中,印南町,50356289,156,220
紀中,印南町,50356297,156,220
紀中,印南町,50356298,156,220
紀中,印南町,50356299,156,220
紀中,印南町,50356360,156,220
紀中,印南町,50356361,156,220
紀中,印南町,50356370,156,220
紀中,印南町,50356371,156,220
紀中,印南町,50356380,158,223
紀中,印南町,50356381,158,223
紀中,印南町,50356390,158,223
紀中,印南町,50356391,158,223
紀中,みなべ町,50354296,133,188
紀中,みなべ町,50355205,116,164
紀中,みなべ町,50355206,116,164
紀中,みなべ町,50355213,112,159
紀中,みなべ町,50355214,112,159
紀中,みなべ町,50355215,116,164
紀中,みなべ町,50355216,116,164
紀中,みなべ町,50355217,116,164
紀中,みなべ町,50355222,112,159
紀中,みなべ町,50355223,112,159
紀中,みなべ町,50355224,112,159
紀中,みなべ町,50355225,116,164
紀中,みなべ町,50355226,116,164
紀中,みなべ町,50355227,116,164
紀中,みなべ町,50355231,112,159
紀中,みなべ町,50355232,112,159
紀中,みなべ町,50355233,112,159
紀中,みなべ町,50355234,112,159
紀中,みなべ町,50355235,116,164
紀中,みなべ町,50355236,116,164
紀中,みなべ町,50355237,116,164
紀中,みなべ町,50355241,112,159
紀中,みなべ町,50355242,112,159
紀中,みなべ町,50355243,112,159
紀中,みなべ町,50355244,112,159
紀中,みなべ町,50355245,116,164
紀中,みなべ町,50355246,116,164
紀中,みなべ町,50355247,116,164
紀中,みなべ町,50355251,112,159
紀中,みなべ町,50355252,112,159
紀中,みなべ町,50355253,112,159
紀中,みなべ町,50355254,112,159
紀中,みなべ町,50355255,116,164
紀中,みなべ町,50355256,116,164
紀中,みなべ町,50355257,116,164
紀中,みなべ町,50355261,137,194
紀中,みなべ町,50355262,137,194
紀中,みなべ町,50355263,137,194
紀中,みなべ町,50355264,137,194
紀中,みなべ町,50355265,132,186
紀中,みなべ町,50355266,132,186
紀中,みなべ町,50355267,132,186
紀中,みなべ町,50355272,137,194
紀中,みなべ町,50355273,137,194
紀中,みなべ町,50355274,137,194
紀中,みなべ町,50355275,132,186
紀中,みなべ町,50355276,132,186
紀中,みなべ町,50355277,132,186
紀中,みなべ町,50355278,132,186
紀中,みなべ町,50355284,137,194
紀中,みなべ町,50355285,132,186
紀中,みなべ町,50355286,132,186
紀中,みなべ町,50355287,132,186
紀中,みなべ町,50355288,132,186
紀中,みなべ町,50355289,132,186
紀中,みなべ町,50355294,137,194
紀中,みなべ町,50355295,132,186
紀中,みなべ町,50355296,132,186
紀中,みなべ町,50355297,132,186
紀中,みなべ町,50355298,132,186
紀中,みなべ町,50355299,132,186
紀中,みなべ町,50356205,132,186
紀中,みなべ町,50356206,132,186
紀中,みなべ町,50356207,132,186
紀中,みなべ町,50356208,132,186
紀中,みなべ町,50356209,132,186
紀中,みなべ町,50356215,132,186
紀中,みなべ町,50356216,132,186
紀中,みなべ町,50356217,132,186
紀中,みなべ町,50356218,132,186
紀中,みなべ町,50356219,132,186
紀中,みなべ町,50356225,150,212
紀中,みなべ町,50356226,150,212
紀中,みなべ町,50356227,150,212
紀中,みなべ町,50356228,150,212
紀中,みなべ町,50356229,150,212
紀中,みなべ町,50356235,150,212
紀中,みなべ町,50356236,150,212
紀中,みなべ町,50356237,150,212
紀中,みなべ町,50356238,150,212
紀中,みなべ町,50356239,150,212
紀中,みなべ町,50356246,150,212
紀中,みなべ町,50356247,150,212
紀中,みなべ町,50356248,150,212
紀中,みなべ町,50356249,150,212
紀中,みなべ町,50356258,150,212
紀中,みなべ町,50356259,150,212
紀中,みなべ町,50356300,146,207
紀中,みなべ町,50356301,146,207
紀中,みなべ町,50356302,146,207
紀中,みなべ町,50356303,146,207
紀中,みなべ町,50356310,146,207
紀中,みなべ町,50356311,146,207
紀中,みなべ町,50356312,146,207
紀中,みなべ町,50356313,146,207
紀中,みなべ町,50356314,146,207
紀中,みなべ町,50356315,161,227
紀中,みなべ町,50356316,161,227
紀中,みなべ町,50356320,156,220
紀中,みなべ町,50356321,156,220
紀中,みなべ町,50356322,156,220
紀中,みなべ町,50356323,156,220
紀中,みなべ町,50356324,156,220
紀中,みなべ町,50356325,162,229
紀中,みなべ町,50356330,156,220
紀中,みなべ町,50356331,156,220
紀中,みなべ町,50356332,156,220
紀中,みなべ町,50356333,156,220
紀中,みなべ町,50356334,156,220
紀中,みなべ町,50356340,156,220
紀中,みなべ町,50356341,156,220
紀中,みなべ町,50356342,156,220
紀中,みなべ町,50356343,156,220
紀中,みなべ町,50356350,156,220
紀中,みなべ町,50356351,156,220
紀中,みなべ町,50356352,156,220
紀中,みなべ町,50356353,156,220
紀中,日高川町川辺,50356157,142,201
紀中,日高川町川辺,50356158,142,201
紀中,日高川町川辺,50356159,142,201
紀中,日高川町川辺,50356166,142,201
紀中,日高川町川辺,50356167,142,201
紀中,日高川町川辺,50356168,142,201
紀中,日高川町川辺,50356169,142,201
紀中,日高川町川辺,50356176,142,201
紀中,日高川町川辺,50356177,142,201
紀中,日高川町川辺,50356178,142,201
紀中,日高川町川辺,50356179,142,201
紀中,日高川町川辺,50356185,127,179
紀中,日高川町川辺,50356186,127,179
紀中,日高川町川辺,50356187,127,179
紀中,日高川町川辺,50356188,127,179
紀中,日高川町川辺,50356189,127,179
紀中,日高川町川辺,50356194,142,200
紀中,日高川町川辺,50356195,127,179
紀中,日高川町川辺,50356196,127,179
紀中,日高川町川辺,50356197,127,179
紀中,日高川町川辺,50356198,127,179
紀中,日高川町川辺,50356199,127,179
紀中,日高川町川辺,50356250,146,207
紀中,日高川町川辺,50356251,146,207
紀中,日高川町川辺,50356260,146,207
紀中,日高川町川辺,50356261,146,207
紀中,日高川町川辺,50356270,146,207
紀中,日高川町川辺,50356271,146,207
紀中,日高川町川辺,50356272,146,207
紀中,日高川町川辺,50356273,146,207
紀中,日高川町川辺,50356280,146,207
紀中,日高川町川辺,50356281,146,207
紀中,日高川町川辺,50356282,146,207
紀中,日高川町川辺,50356290,146,207
紀中,日高川町川辺,50356291,146,207
紀中,日高川町川辺,50357104,142,200
紀中,日高川町川辺,50357105,127,179
紀中,日高川町川辺,50357106,127,179
紀中,日高川町川辺,50357107,127,179
紀中,日高川町川辺,50357108,127,179
紀中,日高川町川辺,50357109,127,179
紀中,日高川町川辺,50357114,142,200
紀中,日高川町川辺,50357115,127,179
紀中,日高川町川辺,50357116,127,179
紀中,日高川町川辺,50357117,127,179
紀中,日高川町川辺,50357118,127,179
紀中,日高川町川辺,50357119,127,179
紀中,日高川町川辺,50357124,142,200
紀中,日高川町川辺,50357125,127,179
紀中,日高川町川辺,50357126,127,179
紀中,日高川町川辺,50357127,127,179
紀中,日高川町川辺,50357128,127,179
紀中,日高川町川辺,50357129,127,179
紀中,日高川町川辺,50357134,142,200
紀中,日高川町川辺,50357135,127,179
紀中,日高川町川辺,50357136,127,179
紀中,日高川町川辺,50357137,127,179
紀中,日高川町川辺,50357138,127,179
紀中,日高川町川辺,50357139,127,179
紀中,日高川町川辺,50357144,141,199
紀中,日高川町川辺,50357145,142,201
紀中,日高川町川辺,50357149,142,201
紀中,日高川町川辺,50357200,146,207
紀中,日高川町川辺,50357210,146,207
