（別添）大雨警報・注意報の土壌雨量指数基準値,,,,令和5年3月9日現在
市町村等をまとめた地域,市町村等,地域メッシュコード（１km格子対応）,土壌雨量指数基準（注意報）,土壌雨量指数基準（警報）
新宮・東牟婁,太地町,50353716,154,201
新宮・東牟婁,太地町,50353725,160,208
新宮・東牟婁,太地町,50353734,159,207
新宮・東牟婁,古座川町,50352529,181,236
新宮・東牟婁,古座川町,50352534,194,252
新宮・東牟婁,古座川町,50352535,181,236
新宮・東牟婁,古座川町,50352536,181,236
新宮・東牟婁,古座川町,50352537,181,236
新宮・東牟婁,古座川町,50352538,181,236
新宮・東牟婁,古座川町,50352539,181,236
新宮・東牟婁,古座川町,50352543,194,252
新宮・東牟婁,古座川町,50352544,194,252
新宮・東牟婁,古座川町,50352545,181,236
新宮・東牟婁,古座川町,50352546,181,236
新宮・東牟婁,古座川町,50352547,181,236
新宮・東牟婁,古座川町,50352548,181,236
新宮・東牟婁,古座川町,50352549,181,236
新宮・東牟婁,古座川町,50352553,194,252
新宮・東牟婁,古座川町,50352554,194,252
新宮・東牟婁,古座川町,50352555,181,236
新宮・東牟婁,古座川町,50352556,181,236
新宮・東牟婁,古座川町,50352557,181,236
新宮・東牟婁,古座川町,50352558,181,236
新宮・東牟婁,古座川町,50352559,181,236
新宮・東牟婁,古座川町,50352563,202,263
新宮・東牟婁,古座川町,50352564,202,263
新宮・東牟婁,古座川町,50352565,195,254
新宮・東牟婁,古座川町,50352566,195,254
新宮・東牟婁,古座川町,50352567,195,254
新宮・東牟婁,古座川町,50352568,195,254
新宮・東牟婁,古座川町,50352569,195,254
新宮・東牟婁,古座川町,50352572,202,263
新宮・東牟婁,古座川町,50352573,202,263
新宮・東牟婁,古座川町,50352574,202,263
新宮・東牟婁,古座川町,50352575,195,254
新宮・東牟婁,古座川町,50352576,195,254
新宮・東牟婁,古座川町,50352577,195,254
新宮・東牟婁,古座川町,50352578,195,254
新宮・東牟婁,古座川町,50352579,195,254
新宮・東牟婁,古座川町,50352581,202,263
新宮・東牟婁,古座川町,50352582,202,263
新宮・東牟婁,古座川町,50352583,202,263
新宮・東牟婁,古座川町,50352584,202,263
新宮・東牟婁,古座川町,50352585,195,254
新宮・東牟婁,古座川町,50352586,195,254
新宮・東牟婁,古座川町,50352587,195,254
新宮・東牟婁,古座川町,50352588,195,254
新宮・東牟婁,古座川町,50352589,195,254
新宮・東牟婁,古座川町,50352593,202,263
新宮・東牟婁,古座川町,50352594,202,263
新宮・東牟婁,古座川町,50352595,195,254
新宮・東牟婁,古座川町,50352596,195,254
新宮・東牟婁,古座川町,50352597,195,254
新宮・東牟婁,古座川町,50352598,195,254
新宮・東牟婁,古座川町,50352599,195,254
新宮・東牟婁,古座川町,50352630,177,231
新宮・東牟婁,古座川町,50352631,177,231
新宮・東牟婁,古座川町,50352632,177,231
新宮・東牟婁,古座川町,50352633,177,231
新宮・東牟婁,古座川町,50352635,169,220
新宮・東牟婁,古座川町,50352640,177,231
新宮・東牟婁,古座川町,50352641,177,231
新宮・東牟婁,古座川町,50352642,177,231
新宮・東牟婁,古座川町,50352643,177,231
新宮・東牟婁,古座川町,50352644,177,231
新宮・東牟婁,古座川町,50352645,169,220
新宮・東牟婁,古座川町,50352646,169,220
新宮・東牟婁,古座川町,50352650,177,231
新宮・東牟婁,古座川町,50352651,177,231
新宮・東牟婁,古座川町,50352652,177,231
新宮・東牟婁,古座川町,50352653,177,231
新宮・東牟婁,古座川町,50352654,177,231
新宮・東牟婁,古座川町,50352655,169,220
新宮・東牟婁,古座川町,50352656,169,220
新宮・東牟婁,古座川町,50352660,164,213
新宮・東牟婁,古座川町,50352661,164,213
新宮・東牟婁,古座川町,50352662,164,213
新宮・東牟婁,古座川町,50352663,164,213
新宮・東牟婁,古座川町,50352664,164,213
新宮・東牟婁,古座川町,50352665,160,209
新宮・東牟婁,古座川町,50352670,164,213
新宮・東牟婁,古座川町,50352671,164,213
新宮・東牟婁,古座川町,50352672,164,213
新宮・東牟婁,古座川町,50352673,164,213
新宮・東牟婁,古座川町,50352674,164,213
新宮・東牟婁,古座川町,50352675,160,209
新宮・東牟婁,古座川町,50352676,160,209
新宮・東牟婁,古座川町,50352680,164,213
新宮・東牟婁,古座川町,50352681,164,213
新宮・東牟婁,古座川町,50352682,164,213
新宮・東牟婁,古座川町,50352683,164,213
新宮・東牟婁,古座川町,50352684,164,213
新宮・東牟婁,古座川町,50352685,160,209
新宮・東牟婁,古座川町,50352686,160,209
新宮・東牟婁,古座川町,50352690,164,213
新宮・東牟婁,古座川町,50352691,164,213
新宮・東牟婁,古座川町,50352692,164,213
新宮・東牟婁,古座川町,50352693,164,213
新宮・東牟婁,古座川町,50352694,164,213
新宮・東牟婁,古座川町,50352695,160,209
新宮・東牟婁,古座川町,50352696,160,209
新宮・東牟婁,古座川町,50353503,202,263
新宮・東牟婁,古座川町,50353504,202,263
新宮・東牟婁,古座川町,50353505,195,254
新宮・東牟婁,古座川町,50353506,195,254
新宮・東牟婁,古座川町,50353507,195,254
新宮・東牟婁,古座川町,50353508,195,254
新宮・東牟婁,古座川町,50353509,195,254
新宮・東牟婁,古座川町,50353513,202,263
新宮・東牟婁,古座川町,50353514,202,263
新宮・東牟婁,古座川町,50353515,195,254
新宮・東牟婁,古座川町,50353516,195,254
新宮・東牟婁,古座川町,50353517,195,254
新宮・東牟婁,古座川町,50353518,195,254
新宮・東牟婁,古座川町,50353519,195,254
新宮・東牟婁,古座川町,50353523,214,278
新宮・東牟婁,古座川町,50353524,214,278
新宮・東牟婁,古座川町,50353525,204,265
新宮・東牟婁,古座川町,50353526,204,265
新宮・東牟婁,古座川町,50353527,204,265
新宮・東牟婁,古座川町,50353528,204,265
新宮・東牟婁,古座川町,50353529,204,265
新宮・東牟婁,古座川町,50353532,214,278
新宮・東牟婁,古座川町,50353533,214,278
新宮・東牟婁,古座川町,50353534,214,278
新宮・東牟婁,古座川町,50353535,204,265
新宮・東牟婁,古座川町,50353536,204,265
新宮・東牟婁,古座川町,50353537,204,265
新宮・東牟婁,古座川町,50353538,204,265
新宮・東牟婁,古座川町,50353539,204,265
新宮・東牟婁,古座川町,50353542,214,278
新宮・東牟婁,古座川町,50353543,214,278
新宮・東牟婁,古座川町,50353544,214,278
新宮・東牟婁,古座川町,50353545,204,265
新宮・東牟婁,古座川町,50353546,204,265
新宮・東牟婁,古座川町,50353547,204,265
新宮・東牟婁,古座川町,50353548,204,265
新宮・東牟婁,古座川町,50353549,204,265
新宮・東牟婁,古座川町,50353551,214,278
新宮・東牟婁,古座川町,50353552,214,278
新宮・東牟婁,古座川町,50353553,214,278
新宮・東牟婁,古座川町,50353554,214,278
新宮・東牟婁,古座川町,50353555,204,265
新宮・東牟婁,古座川町,50353556,204,265
新宮・東牟婁,古座川町,50353557,204,265
新宮・東牟婁,古座川町,50353558,204,265
新宮・東牟婁,古座川町,50353559,204,265
新宮・東牟婁,古座川町,50353562,214,278
新宮・東牟婁,古座川町,50353563,214,278
新宮・東牟婁,古座川町,50353564,214,278
新宮・東牟婁,古座川町,50353565,204,265
新宮・東牟婁,古座川町,50353566,204,265
新宮・東牟婁,古座川町,50353567,204,265
新宮・東牟婁,古座川町,50353568,204,265
新宮・東牟婁,古座川町,50353569,204,265
新宮・東牟婁,古座川町,50353573,214,278
新宮・東牟婁,古座川町,50353574,214,278
新宮・東牟婁,古座川町,50353575,204,265
新宮・東牟婁,古座川町,50353576,204,265
新宮・東牟婁,古座川町,50353577,204,265
新宮・東牟婁,古座川町,50353578,204,265
新宮・東牟婁,古座川町,50353579,204,265
新宮・東牟婁,古座川町,50353583,222,289
新宮・東牟婁,古座川町,50353584,222,289
新宮・東牟婁,古座川町,50353585,210,274
新宮・東牟婁,古座川町,50353586,210,274
新宮・東牟婁,古座川町,50353587,210,274
新宮・東牟婁,古座川町,50353588,210,274
新宮・東牟婁,古座川町,50353589,210,274
新宮・東牟婁,古座川町,50353592,222,289
新宮・東牟婁,古座川町,50353593,222,289
新宮・東牟婁,古座川町,50353594,222,289
新宮・東牟婁,古座川町,50353595,210,274
新宮・東牟婁,古座川町,50353596,210,274
新宮・東牟婁,古座川町,50353597,210,274
新宮・東牟婁,古座川町,50353598,210,274
新宮・東牟婁,古座川町,50353599,210,274
新宮・東牟婁,古座川町,50353600,164,213
新宮・東牟婁,古座川町,50353601,164,213
新宮・東牟婁,古座川町,50353602,164,213
新宮・東牟婁,古座川町,50353603,164,213
新宮・東牟婁,古座川町,50353604,164,213
新宮・東牟婁,古座川町,50353605,160,209
新宮・東牟婁,古座川町,50353610,164,213
新宮・東牟婁,古座川町,50353611,164,213
新宮・東牟婁,古座川町,50353612,164,213
新宮・東牟婁,古座川町,50353613,164,213
新宮・東牟婁,古座川町,50353614,164,213
新宮・東牟婁,古座川町,50353615,160,209
新宮・東牟婁,古座川町,50353620,174,227
新宮・東牟婁,古座川町,50353621,174,227
新宮・東牟婁,古座川町,50353622,174,227
新宮・東牟婁,古座川町,50353623,174,227
新宮・東牟婁,古座川町,50353624,174,227
新宮・東牟婁,古座川町,50353625,145,189
新宮・東牟婁,古座川町,50353630,174,227
新宮・東牟婁,古座川町,50353631,174,227
新宮・東牟婁,古座川町,50353632,174,227
新宮・東牟婁,古座川町,50353633,174,227
新宮・東牟婁,古座川町,50353634,174,227
新宮・東牟婁,古座川町,50353635,145,189
新宮・東牟婁,古座川町,50353640,174,227
新宮・東牟婁,古座川町,50353641,174,227
新宮・東牟婁,古座川町,50353642,174,227
新宮・東牟婁,古座川町,50353643,174,227
新宮・東牟婁,古座川町,50353644,174,227
新宮・東牟婁,古座川町,50353645,145,189
新宮・東牟婁,古座川町,50353650,174,227
新宮・東牟婁,古座川町,50353651,174,227
新宮・東牟婁,古座川町,50353652,174,227
新宮・東牟婁,古座川町,50353653,174,227
新宮・東牟婁,古座川町,50353654,174,227
新宮・東牟婁,古座川町,50353660,174,227
新宮・東牟婁,古座川町,50353661,174,227
新宮・東牟婁,古座川町,50353662,174,227
新宮・東牟婁,古座川町,50353663,174,227
新宮・東牟婁,古座川町,50353670,174,227
新宮・東牟婁,古座川町,50353671,174,227
新宮・東牟婁,古座川町,50353672,174,227
新宮・東牟婁,古座川町,50353673,174,227
新宮・東牟婁,古座川町,50353680,190,247
新宮・東牟婁,古座川町,50353681,190,247
新宮・東牟婁,古座川町,50353682,190,247
新宮・東牟婁,古座川町,50353683,190,247
新宮・東牟婁,古座川町,50353690,190,247
新宮・東牟婁,古座川町,50353691,190,247
新宮・東牟婁,古座川町,50353692,190,247
新宮・東牟婁,古座川町,50353693,190,247
新宮・東牟婁,古座川町,50354502,222,289
新宮・東牟婁,古座川町,50354503,222,289
新宮・東牟婁,古座川町,50354504,222,289
新宮・東牟婁,古座川町,50354505,210,274
新宮・東牟婁,古座川町,50354506,210,274
新宮・東牟婁,古座川町,50354507,210,274
新宮・東牟婁,古座川町,50354508,210,274
新宮・東牟婁,古座川町,50354509,210,274
新宮・東牟婁,古座川町,50354512,222,289
新宮・東牟婁,古座川町,50354513,222,289
新宮・東牟婁,古座川町,50354514,222,289
新宮・東牟婁,古座川町,50354515,210,274
新宮・東牟婁,古座川町,50354516,210,274
新宮・東牟婁,古座川町,50354517,210,274
新宮・東牟婁,古座川町,50354518,210,274
新宮・東牟婁,古座川町,50354519,210,274
新宮・東牟婁,古座川町,50354522,222,289
新宮・東牟婁,古座川町,50354523,222,289
新宮・東牟婁,古座川町,50354524,222,289
新宮・東牟婁,古座川町,50354525,210,274
新宮・東牟婁,古座川町,50354526,210,274
新宮・東牟婁,古座川町,50354527,210,274
新宮・東牟婁,古座川町,50354528,210,274
新宮・東牟婁,古座川町,50354529,210,274
新宮・東牟婁,古座川町,50354535,210,274
新宮・東牟婁,古座川町,50354536,210,274
新宮・東牟婁,古座川町,50354537,210,274
新宮・東牟婁,古座川町,50354538,210,274
新宮・東牟婁,古座川町,50354539,210,274
新宮・東牟婁,古座川町,50354545,210,274
新宮・東牟婁,古座川町,50354546,210,274
新宮・東牟婁,古座川町,50354547,210,274
新宮・東牟婁,古座川町,50354548,210,274
新宮・東牟婁,古座川町,50354549,210,274
新宮・東牟婁,古座川町,50354556,210,274
新宮・東牟婁,古座川町,50354557,210,274
新宮・東牟婁,古座川町,50354558,210,274
新宮・東牟婁,古座川町,50354559,210,274
新宮・東牟婁,古座川町,50354567,210,274
新宮・東牟婁,古座川町,50354568,210,274
新宮・東牟婁,古座川町,50354600,190,247
新宮・東牟婁,古座川町,50354601,190,247
新宮・東牟婁,古座川町,50354602,190,247
新宮・東牟婁,古座川町,50354603,190,247
新宮・東牟婁,古座川町,50354610,190,247
新宮・東牟婁,古座川町,50354611,190,247
新宮・東牟婁,古座川町,50354612,190,247
新宮・東牟婁,古座川町,50354620,190,247
新宮・東牟婁,古座川町,50354621,190,247
新宮・東牟婁,古座川町,50354630,190,247
新宮・東牟婁,古座川町,50354631,190,247
新宮・東牟婁,北山村,50357712,195,254
新宮・東牟婁,北山村,50357722,195,254
新宮・東牟婁,北山村,50357723,195,254
新宮・東牟婁,北山村,50357726,197,257
新宮・東牟婁,北山村,50357727,197,257
新宮・東牟婁,北山村,50357731,195,254
新宮・東牟婁,北山村,50357732,195,254
新宮・東牟婁,北山村,50357733,195,254
新宮・東牟婁,北山村,50357734,195,254
新宮・東牟婁,北山村,50357735,197,257
新宮・東牟婁,北山村,50357736,197,257
新宮・東牟婁,北山村,50357737,197,257
新宮・東牟婁,北山村,50357742,202,263
新宮・東牟婁,北山村,50357743,202,263
新宮・東牟婁,北山村,50357744,202,263
新宮・東牟婁,北山村,50357745,197,256
新宮・東牟婁,北山村,50357746,197,256
新宮・東牟婁,北山村,50357747,197,256
新宮・東牟婁,北山村,50357753,202,263
新宮・東牟婁,北山村,50357754,202,263
新宮・東牟婁,北山村,50357755,197,256
新宮・東牟婁,北山村,50357756,197,256
新宮・東牟婁,北山村,50357757,197,256
新宮・東牟婁,北山村,50357759,197,256
新宮・東牟婁,北山村,50357763,202,263
新宮・東牟婁,北山村,50357764,202,263
新宮・東牟婁,北山村,50357765,197,256
新宮・東牟婁,北山村,50357766,197,256
新宮・東牟婁,北山村,50357767,197,256
新宮・東牟婁,北山村,50357768,197,256
新宮・東牟婁,北山村,50357769,197,256
新宮・東牟婁,北山村,50357774,202,263
新宮・東牟婁,北山村,50357776,197,256
新宮・東牟婁,北山村,50357777,197,256
新宮・東牟婁,北山村,50357778,197,256
新宮・東牟婁,北山村,50357779,197,256
新宮・東牟婁,北山村,50357788,197,256
新宮・東牟婁,北山村,50357789,197,256
新宮・東牟婁,北山村,50357799,197,256
新宮・東牟婁,北山村,50367060,202,263
新宮・東牟婁,北山村,50367070,202,263
新宮・東牟婁,串本町,50351576,168,219
新宮・東牟婁,串本町,50351577,168,－
新宮・東牟婁,串本町,50351578,168,－
新宮・東牟婁,串本町,50351579,168,219
新宮・東牟婁,串本町,50351583,171,223
新宮・東牟婁,串本町,50351584,171,223
新宮・東牟婁,串本町,50351585,168,219
新宮・東牟婁,串本町,50351586,168,219
新宮・東牟婁,串本町,50351587,168,219
新宮・東牟婁,串本町,50351588,168,219
新宮・東牟婁,串本町,50351589,168,219
新宮・東牟婁,串本町,50351592,171,223
新宮・東牟婁,串本町,50351593,171,223
新宮・東牟婁,串本町,50351594,171,223
新宮・東牟婁,串本町,50351595,168,219
新宮・東牟婁,串本町,50351596,168,219
新宮・東牟婁,串本町,50351597,168,219
新宮・東牟婁,串本町,50351598,168,219
新宮・東牟婁,串本町,50351599,168,219
新宮・東牟婁,串本町,50351620,162,211
新宮・東牟婁,串本町,50351621,162,211
新宮・東牟婁,串本町,50351622,162,－
新宮・東牟婁,串本町,50351623,162,－
新宮・東牟婁,串本町,50351630,162,211
新宮・東牟婁,串本町,50351631,162,211
新宮・東牟婁,串本町,50351632,162,211
新宮・東牟婁,串本町,50351633,162,211
新宮・東牟婁,串本町,50351636,157,－
新宮・東牟婁,串本町,50351640,164,214
新宮・東牟婁,串本町,50351641,164,214
新宮・東牟婁,串本町,50351642,164,214
新宮・東牟婁,串本町,50351643,164,214
新宮・東牟婁,串本町,50351645,157,205
新宮・東牟婁,串本町,50351646,157,205
